experiment,seed,epoch,train_loss,val_loss,val_auroc,val_accuracy,val_balanced_accuracy,lr
voxel_clean_seed52,52,1,0.6537559429804484,1.0927464067935944,0.7894029047875202,0.8848167539267016,0.5,0.001
voxel_clean_seed52,52,2,0.5813062233584267,0.6347912152608236,0.8068854222700377,0.8900523560209425,0.5622646584185046,0.001
voxel_clean_seed52,52,3,0.5486595119748797,1.0549121797084808,0.7033351264120495,0.8848167539267016,0.5,0.001
voxel_clean_seed52,52,4,0.4794280543213799,0.7870302001635233,0.8649811726734805,0.5497382198952879,0.7257934373318988,0.001
voxel_clean_seed52,52,5,0.42640037479854764,0.7196184496084849,0.741796664873588,0.8900523560209425,0.5820333512641205,0.001
voxel_clean_seed52,52,6,0.41283313575245084,0.8603616952896118,0.57235072619688,0.8586387434554974,0.5642818719741797,0.001
voxel_clean_seed52,52,7,0.37799219645204996,1.046042948961258,0.7248520710059171,0.8900523560209425,0.5227272727272727,0.0005
voxel_clean_seed52,52,8,0.3085372923385529,1.2054433623949687,0.85771920387305,0.47643979057591623,0.6646046261430877,0.0005
voxel_clean_seed52,52,9,0.25855561026505064,0.8502874473730723,0.8333781603012371,0.6544502617801047,0.7454276492738031,0.0005
voxel_clean_seed52,52,10,0.26177247649147395,1.8622377514839172,0.8873050026896181,0.33507853403141363,0.6044916621839699,0.0005
voxel_clean_seed52,52,11,0.1950946705681937,0.5200812021891276,0.892684238838085,0.9109947643979057,0.7520172135556751,0.0005
voxel_clean_seed52,52,12,0.18515177567799887,1.1430431207021077,0.5677783754706831,0.8900523560209425,0.5227272727272727,0.0005
voxel_clean_seed52,52,13,0.19324958324432373,1.383513828118642,0.4488972565895643,0.8848167539267016,0.5,0.0005
voxel_clean_seed52,52,14,0.19367352553776332,0.6685884793599447,0.9182356105433028,0.743455497382199,0.8154922001075847,0.0005
voxel_clean_seed52,52,15,0.18250144237563723,1.654980371395747,0.3735879505110274,0.8848167539267016,0.5,0.0005
voxel_clean_seed52,52,16,0.16660769851434798,0.506095270315806,0.9109736417428725,0.9214659685863874,0.7381656804733727,0.0005
voxel_clean_seed52,52,17,0.16118766154561723,0.4594927926858266,0.9045185583647123,0.9109947643979057,0.8310919849381389,0.00025
voxel_clean_seed52,52,18,0.15803407913162595,2.067476491133372,0.911242603550296,0.4397905759162304,0.6636632598171059,0.00025
voxel_clean_seed52,52,19,0.15546769968100957,0.5339705844720205,0.9133942980096826,0.9214659685863874,0.698628294782141,0.00025
voxel_clean_seed52,52,20,0.15821340467248643,1.2391168276468914,0.9193114577729963,0.5759162303664922,0.7405863367401829,0.00025
voxel_clean_seed52,52,21,0.15622318997269585,0.7668817142645518,0.807154384077461,0.900523560209424,0.5681818181818181,0.00025
voxel_clean_seed52,52,22,0.15719861892007647,0.45582876602808636,0.9080150618612157,0.9267015706806283,0.8201990317374932,0.00025
voxel_clean_seed52,52,23,0.15391366183757782,0.4535684684912364,0.9101667563206024,0.8900523560209425,0.8390263582571275,0.000125
voxel_clean_seed52,52,24,0.1587937804205077,0.5421743790308634,0.887305002689618,0.9162303664921466,0.6956697149004841,0.000125
voxel_clean_seed52,52,25,0.15763937823829197,0.45365287860234577,0.9042495965572889,0.93717277486911,0.8458848843464228,0.000125
