experiment,seed,epoch,train_loss,val_loss,val_auroc,val_accuracy,val_balanced_accuracy,lr,seed_model_name
point_robust_xyzI_512,42,17,0.49876068461508977,0.5755548477172852,0.8302850995158687,0.806282722513089,0.7323830016137709,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,18,0.5239181802386329,0.5485245188077291,0.8496503496503496,0.837696335078534,0.7896718665949436,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,19,0.464764898731595,0.6039884289105734,0.8321678321678322,0.774869109947644,0.734400215169446,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,20,0.4838358774071648,0.5321240623792013,0.8590640129101668,0.8272251308900523,0.763986013986014,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,21,0.4750215184120905,0.5407053828239441,0.8528778913394298,0.8534031413612565,0.7985476062399139,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,22,0.4862373811858041,0.5669689178466797,0.8483055406132329,0.7958115183246073,0.766003227541689,0.000125,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,23,0.483748170591536,0.5584990382194519,0.8480365788058096,0.8272251308900523,0.763986013986014,6.25e-05,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,24,0.5010767181714376,0.5583815972010294,0.8415814954276493,0.8324607329842932,0.7669445938676708,6.25e-05,point_robust_xyzI_512_seed42
point_robust_xyzI_512,42,25,0.48819354460352943,0.5612708926200867,0.8483055406132329,0.8115183246073299,0.7748789671866595,6.25e-05,point_robust_xyzI_512_seed42
voxel_clean,52,1,0.6537559429804484,1.0927464067935944,0.7894029047875202,0.8848167539267016,0.5,0.001,voxel_clean_seed52
voxel_clean,52,2,0.5813062233584267,0.6347912152608236,0.8068854222700377,0.8900523560209425,0.5622646584185046,0.001,voxel_clean_seed52
voxel_clean,52,3,0.5486595119748797,1.0549121797084808,0.7033351264120495,0.8848167539267016,0.5,0.001,voxel_clean_seed52
voxel_clean,52,4,0.4794280543213799,0.7870302001635233,0.8649811726734805,0.5497382198952879,0.7257934373318988,0.001,voxel_clean_seed52
voxel_clean,52,5,0.42640037479854764,0.7196184496084849,0.741796664873588,0.8900523560209425,0.5820333512641205,0.001,voxel_clean_seed52
voxel_clean,52,6,0.41283313575245084,0.8603616952896118,0.57235072619688,0.8586387434554974,0.5642818719741797,0.001,voxel_clean_seed52
voxel_clean,52,7,0.37799219645204996,1.046042948961258,0.7248520710059171,0.8900523560209425,0.5227272727272727,0.0005,voxel_clean_seed52
voxel_clean,52,8,0.3085372923385529,1.2054433623949687,0.85771920387305,0.47643979057591623,0.6646046261430877,0.0005,voxel_clean_seed52
voxel_clean,52,9,0.25855561026505064,0.8502874473730723,0.8333781603012371,0.6544502617801047,0.7454276492738031,0.0005,voxel_clean_seed52
voxel_clean,52,10,0.26177247649147395,1.8622377514839172,0.8873050026896181,0.33507853403141363,0.6044916621839699,0.0005,voxel_clean_seed52
voxel_clean,52,11,0.1950946705681937,0.5200812021891276,0.892684238838085,0.9109947643979057,0.7520172135556751,0.0005,voxel_clean_seed52
voxel_clean,52,12,0.18515177567799887,1.1430431207021077,0.5677783754706831,0.8900523560209425,0.5227272727272727,0.0005,voxel_clean_seed52
voxel_clean,52,13,0.19324958324432373,1.383513828118642,0.4488972565895643,0.8848167539267016,0.5,0.0005,voxel_clean_seed52
voxel_clean,52,14,0.19367352553776332,0.6685884793599447,0.9182356105433028,0.743455497382199,0.8154922001075847,0.0005,voxel_clean_seed52
voxel_clean,52,15,0.18250144237563723,1.654980371395747,0.3735879505110274,0.8848167539267016,0.5,0.0005,voxel_clean_seed52
voxel_clean,52,16,0.16660769851434798,0.506095270315806,0.9109736417428725,0.9214659685863874,0.7381656804733727,0.0005,voxel_clean_seed52
voxel_clean,52,17,0.16118766154561723,0.4594927926858266,0.9045185583647123,0.9109947643979057,0.8310919849381389,0.00025,voxel_clean_seed52
voxel_clean,52,18,0.15803407913162595,2.067476491133372,0.911242603550296,0.4397905759162304,0.6636632598171059,0.00025,voxel_clean_seed52
voxel_clean,52,19,0.15546769968100957,0.5339705844720205,0.9133942980096826,0.9214659685863874,0.698628294782141,0.00025,voxel_clean_seed52
voxel_clean,52,20,0.15821340467248643,1.2391168276468914,0.9193114577729963,0.5759162303664922,0.7405863367401829,0.00025,voxel_clean_seed52
voxel_clean,52,21,0.15622318997269585,0.7668817142645518,0.807154384077461,0.900523560209424,0.5681818181818181,0.00025,voxel_clean_seed52
voxel_clean,52,22,0.15719861892007647,0.45582876602808636,0.9080150618612157,0.9267015706806283,0.8201990317374932,0.00025,voxel_clean_seed52
voxel_clean,52,23,0.15391366183757782,0.4535684684912364,0.9101667563206024,0.8900523560209425,0.8390263582571275,0.000125,voxel_clean_seed52
voxel_clean,52,24,0.1587937804205077,0.5421743790308634,0.887305002689618,0.9162303664921466,0.6956697149004841,0.000125,voxel_clean_seed52
voxel_clean,52,25,0.15763937823829197,0.45365287860234577,0.9042495965572889,0.93717277486911,0.8458848843464228,0.000125,voxel_clean_seed52
voxel_robust,52,1,0.6658868136860076,0.8300125201543173,0.8028509951586875,0.8848167539267016,0.5,0.001,voxel_robust_seed52
voxel_robust,52,2,0.5869333502792177,0.5769411226113638,0.8133405056481979,0.8900523560209425,0.6215707369553523,0.001,voxel_robust_seed52
voxel_robust,52,3,0.5628727348077864,1.0412974456946056,0.6498117267348036,0.8848167539267016,0.5,0.001,voxel_robust_seed52
voxel_robust,52,4,0.5198817224729628,0.6997977495193481,0.6371705217859064,0.7172774869109948,0.5041689080150619,0.001,voxel_robust_seed52
voxel_robust,52,5,0.542235138870421,1.3272738754749298,0.8456159225389994,0.28272251308900526,0.5749058633674018,0.001,voxel_robust_seed52
voxel_robust,52,6,0.537285369066965,1.02101864417394,0.4725658956428187,0.8848167539267016,0.5,0.001,voxel_robust_seed52
voxel_robust,52,7,0.5039748137905484,0.99873615304629,0.607315761161915,0.8848167539267016,0.5,0.001,voxel_robust_seed52
voxel_robust,52,8,0.49215222114608403,2.1557628313700357,0.8660570199031737,0.20418848167539266,0.5305271651425498,0.001,voxel_robust_seed52
voxel_robust,52,9,0.4934785025460379,0.5139137705167135,0.8754706831629908,0.8429319371727748,0.8123991393222163,0.001,voxel_robust_seed52
voxel_robust,52,10,0.4615572463898432,0.7290260891119639,0.9055944055944056,0.5863874345549738,0.7465034965034965,0.001,voxel_robust_seed52
voxel_robust,52,11,0.4528050564584278,1.034576545159022,0.8891877353415816,0.5078534031413613,0.7021247982786445,0.001,voxel_robust_seed52
voxel_robust,52,12,0.43948193816911607,0.5422341326872507,0.9069392146315224,0.7853403141361257,0.8589295320064552,0.001,voxel_robust_seed52
voxel_robust,52,13,0.46620174816676546,0.5265409747759501,0.8784292630446476,0.8743455497382199,0.6917697686928456,0.001,voxel_robust_seed52
voxel_robust,52,14,0.4672097223145621,0.8406645556290945,0.9090909090909092,0.518324607329843,0.7080419580419581,0.001,voxel_robust_seed52
voxel_robust,52,15,0.40131483049619765,1.785922884941101,0.371705217859064,0.8848167539267016,0.5,0.001,voxel_robust_seed52
voxel_robust,52,16,0.4156848859219324,0.5924631059169769,0.9319526627218936,0.7382198952879581,0.8323023130715439,0.001,voxel_robust_seed52
voxel_robust,52,17,0.38067555569467093,0.57443239291509,0.8493813878429263,0.9109947643979057,0.6531737493275955,0.001,voxel_robust_seed52
voxel_robust,52,18,0.37297698855400085,1.6279959678649902,0.9271113501882733,0.35602094240837695,0.616325981710597,0.001,voxel_robust_seed52
voxel_robust,52,19,0.38115752594811575,0.8069421549638113,0.9217321140398063,0.7068062827225131,0.814550833781603,0.0005,voxel_robust_seed52
voxel_robust,52,20,0.3475553052765982,0.42582932114601135,0.9507799892415277,0.8848167539267016,0.8953738569123184,0.0005,voxel_robust_seed52
voxel_robust,52,21,0.34106362362702686,0.9866845508416494,0.9448628294782141,0.5654450261780105,0.7346691769768693,0.0005,voxel_robust_seed52
voxel_robust,52,22,0.3412430981794993,0.3615490297476451,0.9733727810650888,0.9528795811518325,0.8745293168370092,0.0005,voxel_robust_seed52
voxel_robust,52,23,0.3120351149922326,0.3475447992483775,0.9744486282947822,0.9581151832460733,0.9367939752555137,0.0005,voxel_robust_seed52
voxel_robust,52,24,0.31011641593206496,0.6604824413855871,0.9542764927380312,0.7225130890052356,0.8234265734265734,0.0005,voxel_robust_seed52
voxel_robust,52,25,0.323628279424849,0.6040761719147364,0.9655728886498117,0.7486910994764397,0.8382194728348575,0.0005,voxel_robust_seed52
point_clean_xyzI_512,52,1,0.6527769083068484,1.4637194871902466,0.5626681011296396,0.11518324607329843,0.5,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,2,0.5239276956944239,0.8847256104151408,0.7902097902097902,0.43455497382198954,0.6409359870898332,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,3,0.4796433448791504,0.645666758219401,0.7875201721355568,0.7539267015706806,0.7621032813340505,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,4,0.44483875376837595,0.5864511430263519,0.8060785368477675,0.8272251308900523,0.7244486282947822,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,5,0.4052362371058691,0.6484972834587097,0.8262506724045187,0.7382198952879581,0.7729962345346961,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,6,0.3944078967684791,0.6328708330790201,0.822754168908015,0.7382198952879581,0.7334588488434642,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,7,0.37638803394067855,0.58349080880483,0.8267885960193653,0.8481675392670157,0.7165142549757935,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,8,0.3575535366932551,0.695888489484787,0.8286713286713288,0.7015706806282722,0.7522861753630985,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,9,0.3228127282290232,0.5599841475486755,0.8278644432490586,0.8952879581151832,0.7629101667563206,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,10,0.3094797858170101,0.6131635904312134,0.8442711135018828,0.8586387434554974,0.6235879505110274,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,11,0.3543027689059575,0.79939071337382,0.8084991931145777,0.743455497382199,0.7364174287251211,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,12,0.3092766815707797,0.6423296431700388,0.8031199569661109,0.8324607329842932,0.7274072081764389,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,13,0.28782007807777044,0.5636952718098959,0.878698224852071,0.8481675392670157,0.815357719203873,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,14,0.2829514259383792,0.5845020214716593,0.8641742872512105,0.8481675392670157,0.7955890263582571,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,15,0.25777815991923925,0.6852008104324341,0.8058095750403443,0.8691099476439791,0.649273803119957,0.001,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,16,0.287876946585519,0.840793788433075,0.8076923076923077,0.774869109947644,0.6948628294782141,0.0005,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,17,0.25285968965008143,0.5288987855116526,0.919849381387843,0.8691099476439791,0.8469607315761163,0.0005,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,18,0.2155050379889352,0.5891045133272806,0.869284561592254,0.8638743455497382,0.7649273803119957,0.0005,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,19,0.2013604243596395,0.5861070354779562,0.8168370091447015,0.900523560209424,0.7461000537923614,0.0005,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,20,0.19859532160418375,0.6177533268928528,0.8523399677245831,0.8481675392670157,0.7955890263582571,0.00025,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,21,0.1858808994293213,0.5874721805254618,0.8768154922001077,0.8691099476439791,0.8074233458848843,0.00025,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,22,0.17971081605979375,0.6338289578755697,0.8821947283485745,0.8586387434554974,0.8212748789671867,0.00025,point_clean_xyzI_512_seed52
point_clean_xyzI_512,52,23,0.1708880215883255,0.6557091573874155,0.788327057557827,0.8795811518324608,0.7540344271113502,0.000125,point_clean_xyzI_512_seed52
point_robust_xyzI_512,52,1,0.7029776998928615,0.8685542742411295,0.5147928994082841,0.11518324607329843,0.5,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,2,0.6291239290010362,0.8183764715989431,0.7374932759548145,0.4607329842931937,0.6754975793437332,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,3,0.6459966216768537,0.7269258896509806,0.7541689080150619,0.6178010471204188,0.7049488972565896,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,4,0.6131509428932553,0.770082970460256,0.6568047337278106,0.7382198952879581,0.6346153846153846,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,5,0.6218478693848565,0.6797406276067098,0.7444862829478214,0.6963350785340314,0.6900215169445938,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,6,0.5679993303049178,0.717997262875239,0.8017751479289941,0.6335078534031413,0.733593329747176,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,7,0.6129818984440395,0.7114647229512533,0.7549757934373319,0.6073298429319371,0.718800430338892,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,8,0.589344825063433,0.6246864199638367,0.7681549220010759,0.7382198952879581,0.6543840774610006,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,9,0.5795504748821259,0.6444267729918162,0.8308230231307154,0.6596858638743456,0.7483862291554599,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,10,0.5809180225644793,0.5827582875887553,0.8020441097364175,0.806282722513089,0.6928456159225389,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,11,0.5908938986914498,0.6204563975334167,0.7859064012910167,0.7643979057591623,0.7284830554061323,0.001,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,12,0.5549640002704802,0.6488373478253683,0.7635825712748789,0.7958115183246073,0.6869284561592254,0.0005,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,13,0.5348789663541884,0.6342044075330099,0.7888649811726735,0.774869109947644,0.6948628294782141,0.0005,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,14,0.5250033026649839,0.6010923186937968,0.8136094674556213,0.7591623036649214,0.6859870898332436,0.0005,point_robust_xyzI_512_seed52
point_robust_xyzI_512,52,15,0.5388058452379136,0.5611830850442251,0.8222162452931684,0.806282722513089,0.7916890801506187,0.00025,point_robust_xyzI_512_seed52
voxel_clean,62,1,0.6501653336343312,1.0232629378636677,0.8265196342119419,0.8848167539267016,0.5,0.001,voxel_clean_seed62
voxel_clean,62,2,0.577166314635958,0.8244576454162598,0.8197955890263583,0.8848167539267016,0.5,0.001,voxel_clean_seed62
voxel_clean,62,3,0.5305615322930473,0.5898430148760477,0.8386229155459926,0.7225130890052356,0.7443518020441098,0.001,voxel_clean_seed62
voxel_clean,62,4,0.45722716620990206,0.7366849581400553,0.8945669714900484,0.5916230366492147,0.7494620763851534,0.001,voxel_clean_seed62
voxel_clean,62,5,0.37834044155620394,0.530424694220225,0.8859601936525013,0.9109947643979057,0.7322485207100592,0.001,voxel_clean_seed62
voxel_clean,62,6,0.35572435884248643,3.125471512476603,0.8509951586874663,0.14136125654450263,0.514792899408284,0.001,voxel_clean_seed62
voxel_clean,62,7,0.32288042633306413,1.1982500056425731,0.6788596019365251,0.8900523560209425,0.5227272727272727,0.0005,voxel_clean_seed62
voxel_clean,62,8,0.29380900803066434,0.483050674200058,0.9037116729424421,0.8691099476439791,0.7876546530392684,0.0005,voxel_clean_seed62
voxel_clean,62,9,0.251156774305162,1.5020053287347157,0.8932221624529317,0.4293193717277487,0.6577461000537924,0.0005,voxel_clean_seed62
voxel_clean,62,10,0.22741409639517465,0.6065792342027029,0.8593329747175902,0.9214659685863874,0.698628294782141,0.0005,voxel_clean_seed62
voxel_clean,62,11,0.2239415305001395,0.8582110504309336,0.7748789671866594,0.8848167539267016,0.5197686928456159,0.00025,voxel_clean_seed62
voxel_clean,62,12,0.18501811013335273,0.7227728565533956,0.8937600860677783,0.743455497382199,0.7957235072619688,0.00025,voxel_clean_seed62
voxel_clean,62,13,0.18392813560508547,0.48940733075141907,0.92926304464766,0.8900523560209425,0.8390263582571275,0.00025,voxel_clean_seed62
voxel_clean,62,14,0.16750791810807727,0.6239979366461436,0.9029047875201721,0.7958115183246073,0.8253093060785368,0.00025,voxel_clean_seed62
voxel_clean,62,15,0.1704749237923395,0.5388933022816976,0.8789671866594944,0.8691099476439791,0.7876546530392684,0.00025,voxel_clean_seed62
voxel_clean,62,16,0.16224364723478044,1.7507996360460918,0.8945669714900485,0.4397905759162304,0.6636632598171059,0.000125,voxel_clean_seed62
voxel_clean,62,17,0.16302489666711717,0.7662603159745535,0.8093060785368478,0.9057591623036649,0.5909090909090909,0.000125,voxel_clean_seed62
voxel_clean,62,18,0.1607553990823882,0.5367280046145121,0.9136632598171059,0.8481675392670157,0.815357719203873,0.000125,voxel_clean_seed62
voxel_clean,62,19,0.1577970243635632,1.5804404218991597,0.903442711135019,0.5078534031413613,0.7021247982786445,6.25e-05,voxel_clean_seed62
voxel_robust,62,1,0.6481016902696519,1.5065189103285472,0.8235610543302851,0.8848167539267016,0.5,0.001,voxel_robust_seed62
voxel_robust,62,2,0.603222790218535,1.0597930550575256,0.8122646584185047,0.8848167539267016,0.5,0.001,voxel_robust_seed62
voxel_robust,62,3,0.5719836169765109,0.6276176770528158,0.8122646584185046,0.8900523560209425,0.5227272727272727,0.001,voxel_robust_seed62
voxel_robust,62,4,0.5499328530970073,0.5341561535994211,0.8819257665411512,0.7853403141361257,0.8193921463152232,0.001,voxel_robust_seed62
voxel_robust,62,5,0.5274938174656459,1.481381853421529,0.8609467455621301,0.3193717277486911,0.5956159225389994,0.001,voxel_robust_seed62
voxel_robust,62,6,0.5462176146961394,1.1433137158552806,0.5852608929532007,0.8848167539267016,0.5,0.001,voxel_robust_seed62
voxel_robust,62,7,0.5236044483525413,1.6584467887878418,0.886498117267348,0.2774869109947644,0.5719472834857451,0.001,voxel_robust_seed62
voxel_robust,62,8,0.5218846471536727,0.5256334145863851,0.8655190962883271,0.8219895287958116,0.7610274341043571,0.001,voxel_robust_seed62
voxel_robust,62,9,0.5398445498375666,0.5021587312221527,0.8932221624529317,0.8952879581151832,0.7036040882194728,0.001,voxel_robust_seed62
voxel_robust,62,10,0.48734332692055476,2.2246206800142923,0.8784292630446477,0.193717277486911,0.5443786982248521,0.001,voxel_robust_seed62
voxel_robust,62,11,0.5040908242974963,1.2830727597077687,0.7428725121032813,0.8848167539267016,0.5,0.001,voxel_robust_seed62
voxel_robust,62,12,0.4676341882773808,1.2509302298227947,0.8889187735341582,0.4397905759162304,0.6636632598171059,0.0005,voxel_robust_seed62
voxel_robust,62,13,0.45420820798192707,0.5895314315954844,0.9069392146315223,0.9057591623036649,0.6897525551371705,0.0005,voxel_robust_seed62
