experiment,seed,epoch,train_loss,val_loss,val_auroc,val_accuracy,val_balanced_accuracy,lr
voxel_robust_seed52,52,1,0.6658868136860076,0.8300125201543173,0.8028509951586875,0.8848167539267016,0.5,0.001
voxel_robust_seed52,52,2,0.5869333502792177,0.5769411226113638,0.8133405056481979,0.8900523560209425,0.6215707369553523,0.001
voxel_robust_seed52,52,3,0.5628727348077864,1.0412974456946056,0.6498117267348036,0.8848167539267016,0.5,0.001
voxel_robust_seed52,52,4,0.5198817224729628,0.6997977495193481,0.6371705217859064,0.7172774869109948,0.5041689080150619,0.001
voxel_robust_seed52,52,5,0.542235138870421,1.3272738754749298,0.8456159225389994,0.28272251308900526,0.5749058633674018,0.001
voxel_robust_seed52,52,6,0.537285369066965,1.02101864417394,0.4725658956428187,0.8848167539267016,0.5,0.001
voxel_robust_seed52,52,7,0.5039748137905484,0.99873615304629,0.607315761161915,0.8848167539267016,0.5,0.001
voxel_robust_seed52,52,8,0.49215222114608403,2.1557628313700357,0.8660570199031737,0.20418848167539266,0.5305271651425498,0.001
voxel_robust_seed52,52,9,0.4934785025460379,0.5139137705167135,0.8754706831629908,0.8429319371727748,0.8123991393222163,0.001
voxel_robust_seed52,52,10,0.4615572463898432,0.7290260891119639,0.9055944055944056,0.5863874345549738,0.7465034965034965,0.001
voxel_robust_seed52,52,11,0.4528050564584278,1.034576545159022,0.8891877353415816,0.5078534031413613,0.7021247982786445,0.001
voxel_robust_seed52,52,12,0.43948193816911607,0.5422341326872507,0.9069392146315224,0.7853403141361257,0.8589295320064552,0.001
voxel_robust_seed52,52,13,0.46620174816676546,0.5265409747759501,0.8784292630446476,0.8743455497382199,0.6917697686928456,0.001
voxel_robust_seed52,52,14,0.4672097223145621,0.8406645556290945,0.9090909090909092,0.518324607329843,0.7080419580419581,0.001
voxel_robust_seed52,52,15,0.40131483049619765,1.785922884941101,0.371705217859064,0.8848167539267016,0.5,0.001
voxel_robust_seed52,52,16,0.4156848859219324,0.5924631059169769,0.9319526627218936,0.7382198952879581,0.8323023130715439,0.001
voxel_robust_seed52,52,17,0.38067555569467093,0.57443239291509,0.8493813878429263,0.9109947643979057,0.6531737493275955,0.001
voxel_robust_seed52,52,18,0.37297698855400085,1.6279959678649902,0.9271113501882733,0.35602094240837695,0.616325981710597,0.001
voxel_robust_seed52,52,19,0.38115752594811575,0.8069421549638113,0.9217321140398063,0.7068062827225131,0.814550833781603,0.0005
voxel_robust_seed52,52,20,0.3475553052765982,0.42582932114601135,0.9507799892415277,0.8848167539267016,0.8953738569123184,0.0005
voxel_robust_seed52,52,21,0.34106362362702686,0.9866845508416494,0.9448628294782141,0.5654450261780105,0.7346691769768693,0.0005
voxel_robust_seed52,52,22,0.3412430981794993,0.3615490297476451,0.9733727810650888,0.9528795811518325,0.8745293168370092,0.0005
voxel_robust_seed52,52,23,0.3120351149922326,0.3475447992483775,0.9744486282947822,0.9581151832460733,0.9367939752555137,0.0005
voxel_robust_seed52,52,24,0.31011641593206496,0.6604824413855871,0.9542764927380312,0.7225130890052356,0.8234265734265734,0.0005
voxel_robust_seed52,52,25,0.323628279424849,0.6040761719147364,0.9655728886498117,0.7486910994764397,0.8382194728348575,0.0005
